Notes,County,County Code,Year,Year Code,Deaths,Population,Crude Rate
,"Columbia County, PA",42037.0,2020.0,2020.0,20.1,64842,31.03
,"Columbia County, PA",42037.0,2021.0,2021.0,27.0,64872,41.62
,"Columbia County, PA",42037.0,2022.0,2022.0,21.0,64926,32.34
,"Columbia County, PA",42037.0,2023.0,2023.0,21.0,65439,32.09
,"Crawford County, PA",42039.0,2018.0,2018.0,27.0,85063,31.74
,"Crawford County, PA",42039.0,2019.0,2019.0,30.8,84629,36.41
,"Crawford County, PA",42039.0,2020.0,2020.0,26.0,83697,31.06
,"Crawford County, PA",42039.0,2021.0,2021.0,38.0,83351,45.59
,"Crawford County, PA",42039.0,2022.0,2022.0,30.4,82670,36.78
,"Crawford County, PA",42039.0,2023.0,2023.0,26.0,82001,31.71
,"Cumberland County, PA",42041.0,2018.0,2018.0,50.0,251423,19.89
,"Cumberland County, PA",42041.0,2019.0,2019.0,37.0,253370,14.60
,"Cumberland County, PA",42041.0,2020.0,2020.0,59.0,255857,23.06
,"Cumberland County, PA",42041.0,2021.0,2021.0,45.0,262919,17.12
,"Cumberland County, PA",42041.0,2022.0,2022.0,37.0,268579,13.78
,"Cumberland County, PA",42041.0,2023.0,2023.0,33.0,270738,12.19
,"Dauphin County, PA",42043.0,2018.0,2018.0,109.0,277097,39.34
,"Dauphin County, PA",42043.0,2019.0,2019.0,89.0,278299,31.98
,"Dauphin County, PA",42043.0,2020.0,2020.0,103.0,279874,36.80
,"Dauphin County, PA",42043.0,2021.0,2021.0,95.0,287400,33.05
,"Dauphin County, PA",42043.0,2022.0,2022.0,101.0,288800,34.97
,"Dauphin County, PA",42043.0,2023.0,2023.0,107.0,289234,36.99
,"Delaware County, PA",42045.0,2018.0,2018.0,204.0,564751,36.12
,"Delaware County, PA",42045.0,2019.0,2019.0,196.0,566747,34.58
,"Delaware County, PA",42045.0,2020.0,2020.0,207.0,566753,36.52
,"Delaware County, PA",42045.0,2021.0,2021.0,207.0,573849,36.07
,"Delaware County, PA",42045.0,2022.0,2022.0,164.0,575182,28.51
,"Delaware County, PA",42045.0,2023.0,2023.0,195.0,576720,33.81
,"Elk County, PA",42047.0,2018.0,2018.0,17.0,30169,0.06
,"Elk County, PA",42047.0,2019.0,2019.0,16.0,29910,0.05
,"Elk County, PA",42047.0,2020.0,2020.0,16.0,29607,0.05
,"Elk County, PA",42047.0,2021.0,2021.0,0.0,30783,0.06
,"Elk County, PA",42047.0,2022.0,2022.0,19.0,30477,0.06
,"Elk County, PA",42047.0,2023.0,2023.0,0.0,30198,0.06
,"Erie County, PA",42049.0,2018.0,2018.0,68.0,272061,24.99
,"Erie County, PA",42049.0,2019.0,2019.0,63.0,269728,23.36
,"Erie County, PA",42049.0,2020.0,2020.0,78.0,268426,29.06
,"Erie County, PA",42049.0,2021.0,2021.0,98.0,269011,36.43
,"Erie County, PA",42049.0,2022.0,2022.0,103.0,267689,38.48
,"Erie County, PA",42049.0,2023.0,2023.0,111.0,267571,41.48
,"Fayette County, PA",42051.0,2018.0,2018.0,53.0,130441,40.63
,"Fayette County, PA",42051.0,2019.0,2019.0,46.0,129274,35.58
,"Fayette County, PA",42051.0,2020.0,2020.0,72.0,128126,56.19
,"Fayette County, PA",42051.0,2021.0,2021.0,95.0,126931,74.84
,"Fayette County, PA",42051.0,2022.0,2022.0,85.0,125755,67.59
,"Fayette County, PA",42051.0,2023.0,2023.0,80.0,123915,64.56
,"Forest County, PA",42053.0,2018.0,2018.0,0.0,7279,0.00
,"Forest County, PA",42053.0,2019.0,2019.0,0.0,7247,0.00
,"Forest County, PA",42053.0,2020.0,2020.0,0.0,6965,0.00
,"Forest County, PA",42053.0,2021.0,2021.0,0.0,7032,0.00
,"Forest County, PA",42053.0,2022.0,2022.0,0.0,6626,0.00
,"Forest County, PA",42053.0,2023.0,2023.0,0.0,6449,0.00
,"Franklin County, PA",42055.0,2018.0,2018.0,25.0,154835,16.15
,"Franklin County, PA",42055.0,2019.0,2019.0,29.8,155027,19.24
,"Franklin County, PA",42055.0,2020.0,2020.0,26.0,155637,16.71
,"Franklin County, PA",42055.0,2021.0,2021.0,36.0,156289,23.03
,"Franklin County, PA",42055.0,2022.0,2022.0,22.0,156902,14.02
,"Franklin County, PA",42055.0,2023.0,2023.0,28.0,157854,17.74
,"Fulton County, PA",42057.0,2018.0,2018.0,371.0,14523,2.56
,"Fulton County, PA",42057.0,2019.0,2019.0,319.0,14530,2.20
,"Fulton County, PA",42057.0,2020.0,2020.0,406.0,14501,2.80
,"Fulton County, PA",42057.0,2021.0,2021.0,195.0,14523,1.34
,"Fulton County, PA",42057.0,2022.0,2022.0,373.0,14533,2.57
,"Fulton County, PA",42057.0,2023.0,2023.0,99.0,14468,0.69
,"Greene County, PA",42059.0,2018.0,2018.0,18.0,36506,0.05
,"Greene County, PA",42059.0,2019.0,2019.0,15.0,36233,0.04
,"Greene County, PA",42059.0,2020.0,2020.0,7.2,35621,20.08
,"Greene County, PA",42059.0,2021.0,2021.0,20.0,35369,56.55
,"Greene County, PA",42059.0,2022.0,2022.0,6.2,34663,17.74
,"Greene County, PA",42059.0,2023.0,2023.0,6.2,34357,17.99
,"Huntingdon County, PA",42061.0,2018.0,2018.0,12.0,45168,0.03
,"Huntingdon County, PA",42061.0,2019.0,2019.0,0.0,45144,0.02
,"Huntingdon County, PA",42061.0,2020.0,2020.0,11.0,44590,0.02
,"Huntingdon County, PA",42061.0,2021.0,2021.0,0.0,43889,0.02
,"Huntingdon County, PA",42061.0,2022.0,2022.0,0.0,43281,0.02
,"Huntingdon County, PA",42061.0,2023.0,2023.0,10.0,43514,0.02
,"Indiana County, PA",42063.0,2018.0,2018.0,26.0,84501,30.77
,"Indiana County, PA",42063.0,2019.0,2019.0,34.0,84073,40.44
,"Indiana County, PA",42063.0,2020.0,2020.0,34.0,83664,40.64
,"Indiana County, PA",42063.0,2021.0,2021.0,44.0,82886,53.08
,"Indiana County, PA",42063.0,2022.0,2022.0,41.0,82957,49.42
,"Indiana County, PA",42063.0,2023.0,2023.0,27.0,83094,32.49
,"Jefferson County, PA",42065.0,2018.0,2018.0,0.0,43641,0.02
,"Jefferson County, PA",42065.0,2019.0,2019.0,0.0,43425,0.02
,"Jefferson County, PA",42065.0,2020.0,2020.0,0.0,43108,0.02
,"Jefferson County, PA",42065.0,2021.0,2021.0,11.0,44114,0.02
,"Jefferson County, PA",42065.0,2022.0,2022.0,0.0,43794,0.02
,"Jefferson County, PA",42065.0,2023.0,2023.0,10.0,43612,0.02
,"Juniata County, PA",42067.0,2018.0,2018.0,588.0,24704,2.38
,"Juniata County, PA",42067.0,2019.0,2019.0,652.0,24763,2.63
,"Juniata County, PA",42067.0,2020.0,2020.0,255.0,24619,1.03
,"Juniata County, PA",42067.0,2021.0,2021.0,338.0,23297,1.45
,"Juniata County, PA",42067.0,2022.0,2022.0,209.0,23339,0.89
,"Juniata County, PA",42067.0,2023.0,2023.0,165.0,23243,0.71
,"Lackawanna County, PA",42069.0,2018.0,2018.0,92.0,210793,43.64
,"Lackawanna County, PA",42069.0,2019.0,2019.0,65.0,209674,31.00
,"Lackawanna County, PA",42069.0,2020.0,2020.0,88.0,208989,42.11
,"Lackawanna County, PA",42069.0,2021.0,2021.0,99.0,215663,45.90
,"Lackawanna County, PA",42069.0,2022.0,2022.0,94.0,215615,43.60
,"Lackawanna County, PA",42069.0,2023.0,2023.0,77.0,216123,35.63
,"Lancaster County, PA",42071.0,2018.0,2018.0,116.0,543557,21.34
,"Lancaster County, PA",42071.0,2019.0,2019.0,105.0,545724,19.24
,"Lancaster County, PA",42071.0,2020.0,2020.0,146.0,546192,26.73
,"Lancaster County, PA",42071.0,2021.0,2021.0,147.0,553652,26.55
,"Lancaster County, PA",42071.0,2022.0,2022.0,113.0,556629,20.30
,"Lancaster County, PA",42071.0,2023.0,2023.0,83.0,558589,14.86
,"Lawrence County, PA",42073.0,2018.0,2018.0,37.0,86184,42.93
,"Lawrence County, PA",42073.0,2019.0,2019.0,30.0,85512,35.08
,"Lawrence County, PA",42073.0,2020.0,2020.0,45.0,85083,52.89
,"Lawrence County, PA",42073.0,2021.0,2021.0,54.0,85497,63.16
,"Lawrence County, PA",42073.0,2022.0,2022.0,90.0,84849,106.07
,"Lawrence County, PA",42073.0,2023.0,2023.0,62.0,84472,73.40
,"Lebanon County, PA",42075.0,2018.0,2018.0,35.8,141314,25.33
,"Lebanon County, PA",42075.0,2019.0,2019.0,28.0,141793,19.75
,"Lebanon County, PA",42075.0,2020.0,2020.0,42.0,141663,29.65
,"Lebanon County, PA",42075.0,2021.0,2021.0,32.0,143493,22.30
,"Lebanon County, PA",42075.0,2022.0,2022.0,31.0,144011,21.53
,"Lebanon County, PA",42075.0,2023.0,2023.0,38.0,144252,26.34
,"Lehigh County, PA",42077.0,2018.0,2018.0,102.0,368100,27.71
,"Lehigh County, PA",42077.0,2019.0,2019.0,81.0,369318,21.93
,"Lehigh County, PA",42077.0,2020.0,2020.0,114.0,370802,30.74
,"Lehigh County, PA",42077.0,2021.0,2021.0,142.0,375539,37.81
,"Lehigh County, PA",42077.0,2022.0,2022.0,127.0,376317,33.75
,"Lehigh County, PA",42077.0,2023.0,2023.0,120.0,377754,31.77
,"Luzerne County, PA",42079.0,2018.0,2018.0,151.0,317646,47.54
,"Luzerne County, PA",42079.0,2019.0,2019.0,147.0,317417,46.31
,"Luzerne County, PA",42079.0,2020.0,2020.0,184.0,316982,58.05
,"Luzerne County, PA",42079.0,2021.0,2021.0,217.0,326053,66.55
,"Luzerne County, PA",42079.0,2022.0,2022.0,171.0,326369,52.39
,"Luzerne County, PA",42079.0,2023.0,2023.0,141.0,327388,43.07
,"Lycoming County, PA",42081.0,2018.0,2018.0,21.0,113664,18.48
,"Lycoming County, PA",42081.0,2019.0,2019.0,34.0,113299,30.01
,"Lycoming County, PA",42081.0,2020.0,2020.0,43.0,113209,37.98
,"Lycoming County, PA",42081.0,2021.0,2021.0,30.0,113605,26.41
,"Lycoming County, PA",42081.0,2022.0,2022.0,23.0,113104,20.34
,"Lycoming County, PA",42081.0,2023.0,2023.0,29.0,112724,25.73
,"Mc Kean County, PA",42083.0,2018.0,2018.0,14.0,40968,0.03
,"Mc Kean County, PA",42083.0,2019.0,2019.0,11.0,40625,0.03
,"Mc Kean County, PA",42083.0,2020.0,2020.0,15.0,40333,0.04
,"Mc Kean County, PA",42083.0,2021.0,2021.0,0.0,39941,0.03
,"Mc Kean County, PA",42083.0,2022.0,2022.0,0.0,39866,0.03
,"Mc Kean County, PA",42083.0,2023.0,2023.0,12.0,39519,0.03
,"Mercer County, PA",42085.0,2018.0,2018.0,54.0,110683,48.79
,"Mercer County, PA",42085.0,2019.0,2019.0,42.0,109424,38.38
,"Mercer County, PA",42085.0,2020.0,2020.0,49.0,108545,45.14
,"Mercer County, PA",42085.0,2021.0,2021.0,64.0,109972,58.20
,"Mercer County, PA",42085.0,2022.0,2022.0,53.0,109220,48.53
,"Mercer County, PA",42085.0,2023.0,2023.0,36.0,108503,33.18
,"Mifflin County, PA",42087.0,2018.0,2018.0,0.0,46222,0.03
,"Mifflin County, PA",42087.0,2019.0,2019.0,13.0,46138,0.03
,"Mifflin County, PA",42087.0,2020.0,2020.0,15.0,46064,0.03
,"Mifflin County, PA",42087.0,2021.0,2021.0,0.0,46136,0.03
,"Mifflin County, PA",42087.0,2022.0,2022.0,0.0,45988,0.03
,"Mifflin County, PA",42087.0,2023.0,2023.0,12.0,45922,0.03
,"Monroe County, PA",42089.0,2018.0,2018.0,34.0,169507,20.06
,"Monroe County, PA",42089.0,2019.0,2019.0,41.0,170271,24.08
,"Monroe County, PA",42089.0,2020.0,2020.0,97.0,170154,57.01
,"Monroe County, PA",42089.0,2021.0,2021.0,65.0,169273,38.40
,"Monroe County, PA",42089.0,2022.0,2022.0,66.0,167198,39.47
,"Monroe County, PA",42089.0,2023.0,2023.0,60.0,166053,36.13
,"Montgomery County, PA",42091.0,2018.0,2018.0,200.0,828604,24.14
,"Montgomery County, PA",42091.0,2019.0,2019.0,212.0,830915,25.51
,"Montgomery County, PA",42091.0,2020.0,2020.0,216.0,833869,25.90
,"Montgomery County, PA",42091.0,2021.0,2021.0,185.0,860578,21.50
,"Montgomery County, PA",42091.0,2022.0,2022.0,191.0,864683,22.09
,"Montgomery County, PA",42091.0,2023.0,2023.0,157.0,868742,18.07
,"Montour County, PA",42093.0,2018.0,2018.0,348.0,18240,1.91
,"Montour County, PA",42093.0,2019.0,2019.0,457.0,18230,2.51
,"Montour County, PA",42093.0,2020.0,2020.0,371.0,18042,2.06
,"Montour County, PA",42093.0,2021.0,2021.0,424.0,18087,2.35
,"Montour County, PA",42093.0,2022.0,2022.0,268.0,18091,1.48
,"Montour County, PA",42093.0,2023.0,2023.0,299.0,17860,1.67
,"Northampton County, PA",42095.0,2018.0,2018.0,78.0,304807,25.59
,"Northampton County, PA",42095.0,2019.0,2019.0,69.0,305285,22.60
,"Northampton County, PA",42095.0,2020.0,2020.0,100.0,305892,32.69
,"Northampton County, PA",42095.0,2021.0,2021.0,104.0,313628,33.16
,"Northampton County, PA",42095.0,2022.0,2022.0,86.0,318526,27.00
,"Northampton County, PA",42095.0,2023.0,2023.0,77.0,319091,24.13
,"Northumberland County, PA",42097.0,2018.0,2018.0,26.0,91083,28.55
,"Northumberland County, PA",42097.0,2019.0,2019.0,44.0,90843,48.44
,"Northumberland County, PA",42097.0,2020.0,2020.0,36.0,90258,39.89
,"Northumberland County, PA",42097.0,2021.0,2021.0,40.0,91266,43.83
,"Northumberland County, PA",42097.0,2022.0,2022.0,38.0,90133,42.16
,"Northumberland County, PA",42097.0,2023.0,2023.0,31.0,90120,34.40
,"Perry County, PA",42099.0,2018.0,2018.0,0.0,46139,0.02
,"Perry County, PA",42099.0,2019.0,2019.0,0.0,46272,0.02
,"Perry County, PA",42099.0,2020.0,2020.0,0.0,46212,0.02
,"Perry County, PA",42099.0,2021.0,2021.0,0.0,45986,0.02
,"Perry County, PA",42099.0,2022.0,2022.0,0.0,46114,0.02
,"Perry County, PA",42099.0,2023.0,2023.0,11.0,46083,0.02
,"Philadelphia County, PA",42101.0,2018.0,2018.0,948.0,1584138,59.84
,"Philadelphia County, PA",42101.0,2019.0,2019.0,1000.0,1584064,63.13
,"Philadelphia County, PA",42101.0,2020.0,2020.0,1117.0,1578487,70.76
,"Philadelphia County, PA",42101.0,2021.0,2021.0,1168.0,1576251,74.10
,"Philadelphia County, PA",42101.0,2022.0,2022.0,1271.0,1567258,81.10
,"Philadelphia County, PA",42101.0,2023.0,2023.0,1184.0,1550542,76.36
,"Pike County, PA",42103.0,2018.0,2018.0,24.0,55933,42.91
,"Pike County, PA",42103.0,2019.0,2019.0,23.8,55809,42.57
,"Pike County, PA",42103.0,2020.0,2020.0,26.0,56072,46.37
,"Pike County, PA",42103.0,2021.0,2021.0,23.0,59952,38.36
,"Pike County, PA",42103.0,2022.0,2022.0,26.2,60558,43.27
,"Pike County, PA",42103.0,2023.0,2023.0,23.0,61247,37.55
,"Potter County, PA",42105.0,2018.0,2018.0,246.0,16622,1.48
,"Potter County, PA",42105.0,2019.0,2019.0,203.0,16526,1.23
,"Potter County, PA",42105.0,2020.0,2020.0,492.0,16453,2.99
,"Potter County, PA",42105.0,2021.0,2021.0,219.0,16259,1.35
,"Potter County, PA",42105.0,2022.0,2022.0,449.0,16220,2.77
,"Potter County, PA",42105.0,2023.0,2023.0,273.0,15999,1.70
,"Schuylkill County, PA",42107.0,2018.0,2018.0,59.0,142067,41.53
,"Schuylkill County, PA",42107.0,2019.0,2019.0,57.0,141359,40.32
,"Schuylkill County, PA",42107.0,2020.0,2020.0,68.0,140709,48.33
,"Schuylkill County, PA",42107.0,2021.0,2021.0,65.0,143264,45.37
,"Schuylkill County, PA",42107.0,2022.0,2022.0,56.0,143104,39.13
,"Schuylkill County, PA",42107.0,2023.0,2023.0,67.0,143786,46.60
,"Snyder County, PA",42109.0,2018.0,2018.0,228.0,40540,0.56
,"Snyder County, PA",42109.0,2019.0,2019.0,903.0,40372,2.24
,"Snyder County, PA",42109.0,2020.0,2020.0,856.0,40317,2.12
,"Snyder County, PA",42109.0,2021.0,2021.0,643.0,39621,1.62
,"Snyder County, PA",42109.0,2022.0,2022.0,420.0,39652,1.06
,"Snyder County, PA",42109.0,2023.0,2023.0,1083.0,39717,2.73
,"Somerset County, PA",42111.0,2018.0,2018.0,25.7,73952,34.73
,"Somerset County, PA",42111.0,2019.0,2019.0,25.0,73447,34.09
,"Somerset County, PA",42111.0,2020.0,2020.0,20.0,72916,27.43
,"Somerset County, PA",42111.0,2021.0,2021.0,25.0,73627,33.95
,"Somerset County, PA",42111.0,2022.0,2022.0,31.0,72710,42.64
,"Somerset County, PA",42111.0,2023.0,2023.0,20.0,72197,27.70
,"Sullivan County, PA",42113.0,2018.0,2018.0,0.0,6071,0.00
,"Sullivan County, PA",42113.0,2019.0,2019.0,0.0,6066,0.00
,"Sullivan County, PA",42113.0,2020.0,2020.0,0.0,5913,0.00
,"Sullivan County, PA",42113.0,2021.0,2021.0,0.0,5868,0.00
,"Sullivan County, PA",42113.0,2022.0,2022.0,0.0,5855,0.00
,"Sullivan County, PA",42113.0,2023.0,2023.0,0.0,5834,0.00
,"Susquehanna County, PA",42115.0,2018.0,2018.0,0.0,40589,0.04
,"Susquehanna County, PA",42115.0,2019.0,2019.0,13.0,40328,0.03
,"Susquehanna County, PA",42115.0,2020.0,2020.0,14.0,40006,0.04
,"Susquehanna County, PA",42115.0,2021.0,2021.0,0.0,38389,0.04
,"Susquehanna County, PA",42115.0,2022.0,2022.0,0.0,38074,0.03
,"Susquehanna County, PA",42115.0,2023.0,2023.0,0.0,38109,0.04
,"Tioga County, PA",42117.0,2018.0,2018.0,15.0,40763,0.04
,"Tioga County, PA",42117.0,2019.0,2019.0,17.0,40591,0.04
,"Tioga County, PA",42117.0,2020.0,2020.0,0.0,40381,0.04
,"Tioga County, PA",42117.0,2021.0,2021.0,0.0,40929,0.04
,"Tioga County, PA",42117.0,2022.0,2022.0,17.0,41106,0.04
,"Tioga County, PA",42117.0,2023.0,2023.0,15.0,40840,0.04
,"Union County, PA",42119.0,2018.0,2018.0,823.0,44785,1.84
,"Union County, PA",42119.0,2019.0,2019.0,1049.0,44923,2.34
,"Union County, PA",42119.0,2020.0,2020.0,688.0,44294,1.55
,"Union County, PA",42119.0,2021.0,2021.0,396.0,42568,0.93
,"Union County, PA",42119.0,2022.0,2022.0,475.0,42744,1.11
,"Union County, PA",42119.0,2023.0,2023.0,526.0,42042,1.25
,"Venango County, PA",42121.0,2018.0,2018.0,17.0,51266,0.03
,"Venango County, PA",42121.0,2019.0,2019.0,21.0,50668,0.04
,"Venango County, PA",42121.0,2020.0,2020.0,0.0,50328,0.03
,"Venango County, PA",42121.0,2021.0,2021.0,0.0,49938,0.04
,"Venango County, PA",42121.0,2022.0,2022.0,0.0,49777,0.03
,"Venango County, PA",42121.0,2023.0,2023.0,0.0,49431,0.04
,"Warren County, PA",42123.0,2018.0,2018.0,0.0,39498,0.01
,"Warren County, PA",42123.0,2019.0,2019.0,5.0,39191,0.01
,"Warren County, PA",42123.0,2020.0,2020.0,6.0,38911,0.01
,"Warren County, PA",42123.0,2021.0,2021.0,6.0,38134,0.02
,"Warren County, PA",42123.0,2022.0,2022.0,5.0,37808,0.01
,"Warren County, PA",42123.0,2023.0,2023.0,0.0,37572,0.01
,"Washington County, PA",42125.0,2018.0,2018.0,80.0,207346,38.58
,"Washington County, PA",42125.0,2019.0,2019.0,82.0,206865,39.64
,"Washington County, PA",42125.0,2020.0,2020.0,102.0,206803,49.32
,"Washington County, PA",42125.0,2021.0,2021.0,115.0,209470,54.90
,"Washington County, PA",42125.0,2022.0,2022.0,88.0,210383,41.83
,"Washington County, PA",42125.0,2023.0,2023.0,60.0,210232,28.54
,"Wayne County, PA",42127.0,2018.0,2018.0,23.1,51276,45.03
,"Wayne County, PA",42127.0,2019.0,2019.0,22.0,51361,42.84
,"Wayne County, PA",42127.0,2020.0,2020.0,23.0,51163,44.86
,"Wayne County, PA",42127.0,2021.0,2021.0,23.0,51431,44.72
,"Wayne County, PA",42127.0,2022.0,2022.0,20.0,51173,39.08
,"Wayne County, PA",42127.0,2023.0,2023.0,21.1,51262,41.22
,"Westmoreland County, PA",42129.0,2018.0,2018.0,129.0,350611,36.79
,"Westmoreland County, PA",42129.0,2019.0,2019.0,126.0,348899,36.11
,"Westmoreland County, PA",42129.0,2020.0,2020.0,131.0,347087,37.74
,"Westmoreland County, PA",42129.0,2021.0,2021.0,169.0,353057,47.87
,"Westmoreland County, PA",42129.0,2022.0,2022.0,138.0,352057,39.20
,"Westmoreland County, PA",42129.0,2023.0,2023.0,114.0,351163,32.46
,"Wyoming County, PA",42131.0,2018.0,2018.0,0.0,27046,0.04
,"Wyoming County, PA",42131.0,2019.0,2019.0,0.0,26794,0.05
,"Wyoming County, PA",42131.0,2020.0,2020.0,0.0,26557,0.05
,"Wyoming County, PA",42131.0,2021.0,2021.0,12.0,26034,0.04
,"Wyoming County, PA",42131.0,2022.0,2022.0,14.0,26014,0.05
,"Wyoming County, PA",42131.0,2023.0,2023.0,13.0,25902,0.05
,"York County, PA",42133.0,2018.0,2018.0,128.0,448273,28.55
,"York County, PA",42133.0,2019.0,2019.0,112.0,449058,24.94
,"York County, PA",42133.0,2020.0,2020.0,202.0,450448,44.84
,"York County, PA",42133.0,2021.0,2021.0,143.0,458696,31.18
,"York County, PA",42133.0,2022.0,2022.0,138.0,461058,29.93
,"York County, PA",42133.0,2023.0,2023.0,135.0,464640,29.05
,"Bristol County, RI",44001.0,2018.0,2018.0,10.0,48649,20.56
,"Bristol County, RI",44001.0,2019.0,2019.0,10.0,48479,20.63
,"Bristol County, RI",44001.0,2020.0,2020.0,10.0,48350,20.68
,"Bristol County, RI",44001.0,2021.0,2021.0,10.0,50818,19.68
,"Bristol County, RI",44001.0,2022.0,2022.0,10.0,50360,19.86
,"Bristol County, RI",44001.0,2023.0,2023.0,15.0,50255,29.85
,"Kent County, RI",44003.0,2018.0,2018.0,57.0,163861,34.79
,"Kent County, RI",44003.0,2019.0,2019.0,43.0,164292,26.17
,"Kent County, RI",44003.0,2020.0,2020.0,63.0,164646,38.26
,"Kent County, RI",44003.0,2021.0,2021.0,70.0,170715,41.00
,"Kent County, RI",44003.0,2022.0,2022.0,61.0,171275,35.62
,"Kent County, RI",44003.0,2023.0,2023.0,54.0,171278,31.53
,"Newport County, RI",44005.0,2018.0,2018.0,26.3,82542,31.85
,"Newport County, RI",44005.0,2019.0,2019.0,22.8,82082,27.78
,"Newport County, RI",44005.0,2020.0,2020.0,28.0,81836,34.21
,"Newport County, RI",44005.0,2021.0,2021.0,25.4,85264,29.83
,"Newport County, RI",44005.0,2022.0,2022.0,29.0,84481,34.33
,"Newport County, RI",44005.0,2023.0,2023.0,20.0,83832,23.86
,"Providence County, RI",44007.0,2018.0,2018.0,207.0,636084,32.54
,"Providence County, RI",44007.0,2019.0,2019.0,199.0,638931,31.15
,"Providence County, RI",44007.0,2020.0,2020.0,263.0,636547,41.32
,"Providence County, RI",44007.0,2021.0,2021.0,310.0,658221,47.10
,"Providence County, RI",44007.0,2022.0,2022.0,270.0,657288,41.08
,"Providence County, RI",44007.0,2023.0,2023.0,280.0,660615,42.38
,"Washington County, RI",44009.0,2018.0,2018.0,22.0,126179,17.44
,"Washington County, RI",44009.0,2019.0,2019.0,26.0,125577,20.70
,"Washington County, RI",44009.0,2020.0,2020.0,29.0,125746,23.06
,"Washington County, RI",44009.0,2021.0,2021.0,36.0,130592,27.57
,"Washington County, RI",44009.0,2022.0,2022.0,29.0,130330,22.25
,"Washington County, RI",44009.0,2023.0,2023.0,31.0,129982,23.85
,"Abbeville County, SC",45001.0,2018.0,2018.0,607.0,24541,2.47
,"Abbeville County, SC",45001.0,2019.0,2019.0,654.0,24527,2.67
,"Abbeville County, SC",45001.0,2020.0,2020.0,229.0,24404,0.94
,"Abbeville County, SC",45001.0,2021.0,2021.0,600.0,24299,2.47
,"Abbeville County, SC",45001.0,2022.0,2022.0,382.0,24356,1.57
,"Abbeville County, SC",45001.0,2023.0,2023.0,584.0,24434,2.39
,"Aiken County, SC",45003.0,2018.0,2018.0,41.0,169401,24.20
,"Aiken County, SC",45003.0,2019.0,2019.0,36.0,170872,21.07
,"Aiken County, SC",45003.0,2020.0,2020.0,78.0,172895,45.11
,"Aiken County, SC",45003.0,2021.0,2021.0,84.0,170776,49.19
,"Aiken County, SC",45003.0,2022.0,2022.0,97.0,174150,55.70
,"Aiken County, SC",45003.0,2023.0,2023.0,95.0,177130,53.63
,"Allendale County, SC",45005.0,2018.0,2018.0,0.0,8903,0.00
,"Allendale County, SC",45005.0,2019.0,2019.0,0.0,8688,0.00
,"Allendale County, SC",45005.0,2020.0,2020.0,0.0,8331,0.00
,"Allendale County, SC",45005.0,2021.0,2021.0,0.0,7858,0.00
,"Allendale County, SC",45005.0,2022.0,2022.0,0.0,7579,0.00
,"Allendale County, SC",45005.0,2023.0,2023.0,0.0,7369,0.00
,"Anderson County, SC",45007.0,2018.0,2018.0,35.0,200482,17.46
,"Anderson County, SC",45007.0,2019.0,2019.0,48.0,202558,23.70
,"Anderson County, SC",45007.0,2020.0,2020.0,74.0,204353,36.21
,"Anderson County, SC",45007.0,2021.0,2021.0,89.0,206908,43.01
,"Anderson County, SC",45007.0,2022.0,2022.0,104.0,209581,49.62
,"Anderson County, SC",45007.0,2023.0,2023.0,88.0,213076,41.30
,"Bamberg County, SC",45009.0,2018.0,2018.0,0.0,14275,0.00
,"Bamberg County, SC",45009.0,2019.0,2019.0,0.0,14066,0.00
,"Bamberg County, SC",45009.0,2020.0,2020.0,0.0,13906,0.00
,"Bamberg County, SC",45009.0,2021.0,2021.0,0.0,13189,0.00
,"Bamberg County, SC",45009.0,2022.0,2022.0,0.0,12908,0.00
,"Bamberg County, SC",45009.0,2023.0,2023.0,0.0,12974,0.00
,"Barnwell County, SC",45011.0,2018.0,2018.0,15.0,21112,0.07
,"Barnwell County, SC",45011.0,2019.0,2019.0,17.0,20866,0.08
,"Barnwell County, SC",45011.0,2020.0,2020.0,14.0,20805,0.07
,"Barnwell County, SC",45011.0,2021.0,2021.0,4.7,20580,22.69
,"Barnwell County, SC",45011.0,2022.0,2022.0,22.0,20414,107.77
,"Barnwell County, SC",45011.0,2023.0,2023.0,17.0,20447,0.08
,"Beaufort County, SC",45013.0,2018.0,2018.0,21.0,188715,11.13
,"Beaufort County, SC",45013.0,2019.0,2019.0,29.0,192122,15.09
,"Beaufort County, SC",45013.0,2020.0,2020.0,38.0,195656,19.42
,"Beaufort County, SC",45013.0,2021.0,2021.0,49.0,191748,25.55
,"Beaufort County, SC",45013.0,2022.0,2022.0,47.0,196371,23.93
,"Beaufort County, SC",45013.0,2023.0,2023.0,45.0,198979,22.62
,"Berkeley County, SC",45015.0,2018.0,2018.0,50.0,221091,22.62
,"Berkeley County, SC",45015.0,2019.0,2019.0,47.0,227907,20.62
,"Berkeley County, SC",45015.0,2020.0,2020.0,58.0,235987,24.58
,"Berkeley County, SC",45015.0,2021.0,2021.0,85.0,236701,35.91
,"Berkeley County, SC",45015.0,2022.0,2022.0,93.0,245117,37.94
,"Berkeley County, SC",45015.0,2023.0,2023.0,79.0,255217,30.95
,"Calhoun County, SC",45017.0,2018.0,2018.0,220.0,14520,1.51
,"Calhoun County, SC",45017.0,2019.0,2019.0,287.0,14553,1.97
,"Calhoun County, SC",45017.0,2020.0,2020.0,337.0,14554,2.32
,"Calhoun County, SC",45017.0,2021.0,2021.0,275.0,14165,1.94
